School,City,State,County,Latitude,Longitude
Lord Fairfax Community College,Middletown,VA,Frederick ,39.036001,-78.267336
University of Lynchburg,Lynchburg,VA,Lynchburg city,37.399774,-79.181653
Centra College of Nursing,Lynchburg,VA,Lynchburg city,37.4051,-79.174101
Mary Baldwin University,Staunton,VA,Staunton city,38.153884,-79.069273
University of Mary Washington,Fredericksburg,VA,Fredericksburg city,38.302492,-77.476055
Marymount University,Arlington,VA,Arlington ,38.905562,-77.128785
Sovah School of Health Professions,Danville,VA,Danville city,36.577965,-79.405312
Mountain Empire Community College,Big Stone Gap,VA,Wise ,36.854421,-82.758277
American National University,Salem,VA,Salem city,37.299743,-80.023602
New River Community College,Dublin,VA,Pulaski ,37.105239,-80.69605
Sentara College of Health Sciences,Chesapeake,VA,Chesapeake city,36.777043,-76.243308
Tidewater Tech-Trades,Norfolk,VA,Norfolk city,36.872067,-76.219928
Norfolk State University,Norfolk,VA,Norfolk city,36.848429,-76.261375
Northern Virginia Community College,Annandale,VA,Fairfax ,38.833361,-77.236718
Old Dominion University,Norfolk,VA,Norfolk city,36.886418,-76.30666
Patrick Henry Community College,Martinsville,VA,Henry ,36.737893,-79.871133
Paul D Camp Community College,Franklin,VA,Franklin city,36.674527,-76.93757
Southside College of Health Sciences,Colonial Heights,VA,Colonial Heights city,37.267704,-77.400278
Piedmont Virginia Community College,Charlottesville,VA,Albemarle ,38.006895,-78.483707
Radford University,Radford,VA,Radford city,37.136907,-80.549728
Sylvain Melloul International Hair Academy,Lynchburg,VA,Lynchburg city,37.364298,-79.179789
Randolph-Macon College,Ashland,VA,Hanover ,37.76043,-77.478416
Randolph College,Lynchburg,VA,Lynchburg city,37.437315,-79.171887
Rappahannock Community College,Glenns,VA,Gloucester ,37.564425,-76.623913
Fortis College-Norfolk,Norfolk,VA,Norfolk city,36.846983,-76.190241
Richard Bland College,South Prince George,VA,Dinwiddie ,37.156972,-77.399932
Bon Secours Memorial College of Nursing,Richmond,VA,Henrico ,37.646698,-77.433569
University of Richmond,University of Richmond,VA,Richmond city,37.577393,-77.538806
Riverside College of Health Careers,Newport News,VA,Newport News city,37.034972,-76.456164
Roanoke College,Salem,VA,Salem city,37.294861,-80.055467
Bon Secours St Mary's Hospital School of Medical Imaging,Richmond,VA,Henrico ,37.64687,-77.433201
Shenandoah University,Winchester,VA,Winchester city,39.167355,-78.157433
Southeastern Free Will Baptist Bible College,Wendell,NC,Wake ,35.80023,-78.4164
Southern Virginia University,Buena Vista,VA,Buena Vista city,37.740368,-79.35037
Southside Virginia Community College,Alberta,VA,Brunswick ,36.839066,-77.917962
Southwest Virginia Community College,Cedar Bluff,VA,Tazewell ,37.006196,-81.796682
Staunton School of Cosmetology,Staunton,VA,Staunton city,38.149508,-79.070811
Strayer University-Virginia,Arlington,VA,Arlington ,38.890995,-77.085294
Strayer University-Alexandria Campus,Alexandria,VA,Alexandria city,38.80154,-77.080321
Strayer University-Woodbridge Campus,Woodbridge,VA,Prince William ,38.657648,-77.301532
Strayer University-Manassas Campus,Manassas,VA,Prince William ,38.80515,-77.509131
Strayer University-Loudoun Campus,Ashburn,VA,Loudoun ,39.049179,-77.438225
Strayer University-Fredericksburg Campus,Fredericksburg,VA,Stafford ,38.336325,-77.498035
Strayer University-Henrico Campus,Glen Allen,VA,Henrico ,37.68603,-77.592429
Strayer University-Chesterfield Campus,Midlothian,VA,Chesterfield ,37.51137,-77.698275
Strayer University-Chesapeake Campus,Chesapeake,VA,Chesapeake city,36.766559,-76.258574
Strayer University-Newport News Campus,Newport News,VA,Newport News city,37.10574,-76.473901
Strayer University-Virginia Beach Campus,Virginia Beach,VA,Virginia Beach city,36.84299,-76.134191
Sweet Briar College,Sweet Briar,VA,Amherst ,37.556725,-79.081014
Thomas Nelson Community College,Hampton,VA,Hampton city,37.063821,-76.420046
Tidewater Community College,Norfolk,VA,Norfolk city,36.8501,-76.289904
Union Presbyterian Seminary,Richmond,VA,Richmond city,37.578928,-77.449314
Union Presbyterian Seminary-Charlotte,Charlotte,NC,Mecklenburg ,35.141871,-80.832308
The University of Virginia's College at Wise,Wise,VA,Wise ,36.970602,-82.559656
Virginia Highlands Community College,Abingdon,VA,Washington ,36.698866,-82.001118
Virginia Polytechnic Institute and State University,Blacksburg,VA,Montgomery ,37.229012,-80.423675
Virginia Western Community College,Roanoke,VA,Roanoke city,37.245029,-79.973011
Virginia Commonwealth University,Richmond,VA,Richmond city,37.54962,-77.452697
University of Virginia-Main Campus,Charlottesville,VA,Albemarle ,38.035665,-78.503428
Virginia Military Institute,Lexington,VA,Lexington city,37.7896,-79.437067
Virginia School of Hair Design,Hampton,VA,Hampton city,37.025306,-76.346436
Virginia University of Lynchburg,Lynchburg,VA,Lynchburg city,37.395187,-79.151615
Virginia State University,Petersburg,VA,Chesterfield ,37.234692,-77.419026
Virginia Union University,Richmond,VA,Richmond city,37.562405,-77.450903
Virginia Wesleyan University,Virginia Beach,VA,Virginia Beach city,36.868417,-76.18606
Washington and Lee University,Lexington,VA,Lexington city,37.788939,-79.443018
Wytheville Community College,Wytheville,VA,Wythe ,36.95731,-81.071181
Bellevue College,Bellevue,WA,King ,47.584014,-122.150118
Bellingham Technical College,Bellingham,WA,Whatcom ,48.766189,-122.51216
Big Bend Community College,Moses Lake,WA,Grant ,47.183651,-119.325678
Central Washington University,Ellensburg,WA,Kittitas ,47.002687,-120.538368
Centralia College,Centralia,WA,Lewis ,46.715017,-122.960591
City University of Seattle,Seattle,WA,King ,47.617381,-122.344594
Paul Mitchell the School-Richland,Richland,WA,Benton ,46.22626,-119.246059
Clark College,Vancouver,WA,Clark ,45.636133,-122.651257
Clover Park Technical College,Lakewood,WA,Pierce ,47.176084,-122.497873
Columbia Basin College,Pasco,WA,Franklin ,46.25216,-119.12103
Cornish College of the Arts,Seattle,WA,King ,47.618174,-122.336238
Divers Institute of Technology,Seattle,WA,King ,47.647402,-122.340894
Eastern Washington University,Cheney,WA,Spokane ,47.490667,-117.583808
Edmonds Community College,Lynnwood,WA,Snohomish ,47.816376,-122.327598
Everett Community College,Everett,WA,Snohomish ,48.006626,-122.204736
Paroba College of Cosmetology,Everett,WA,Snohomish ,47.907818,-122.243673
The Evergreen State College,Olympia,WA,Thurston ,47.07382,-122.977492
Pierce College-Fort Steilacoom,Lakewood,WA,Pierce ,47.172082,-122.570935
Glen Dow Academy of Hair Design,Spokane,WA,Spokane ,47.657719,-117.416526
Gonzaga University,Spokane,WA,Spokane ,47.666531,-117.400625
Grays Harbor College,Aberdeen,WA,Grays Harbor ,46.953881,-123.803068
Green River College,Auburn,WA,King ,47.313648,-122.175819
Toni & Guy Hairdressing Academy-Shoreline,Shoreline,WA,King ,47.761696,-122.344548
Heritage University,Toppenish,WA,Yakima ,46.3748,-120.394972
Highline College,Des Moines,WA,King ,47.388231,-122.303064
International Air and Hospitality Academy,Vancouver,WA,Clark ,45.627871,-122.639759
Bastyr University,Kenmore,WA,King ,47.729935,-122.251708
Gene Juarez Academy,Mountlake Terrace,WA,Snohomish ,47.779174,-122.312814
Bates Technical College,Tacoma,WA,Pierce ,47.251743,-122.44683
Lake Washington Institute of Technology,Kirkland,WA,King ,47.705077,-122.167131
Lower Columbia College,Longview,WA,Cowlitz ,46.14214,-122.935928
BJ's Beauty & Barber College,Tacoma,WA,Pierce ,47.208428,-122.483385
North Seattle College,Seattle,WA,King ,47.698408,-122.333584
Northwest University,Kirkland,WA,King ,47.657945,-122.192763
Olympic College,Bremerton,WA,Kitsap ,47.574769,-122.635113
Perry Technical Institute,Yakima,WA,Yakima ,46.571492,-120.537976
Pacific Lutheran University,Tacoma,WA,Pierce ,47.14516,-122.440421
Peninsula College,Port Angeles,WA,Clallam ,48.101295,-123.412865
University of Puget Sound,Tacoma,WA,Pierce ,47.26308,-122.478982
Renton Technical College,Renton,WA,King ,47.489206,-122.176303
Saint Martin's University,Lacey,WA,Thurston ,47.041068,-122.816354
South Seattle College,Seattle,WA,King ,47.5475,-122.352672
Seattle Central College,Seattle,WA,King ,47.616748,-122.321231
Seattle Pacific University,Seattle,WA,King ,47.650214,-122.361667
Seattle University,Seattle,WA,King ,47.608859,-122.318851
Shoreline Community College,Shoreline,WA,King ,47.747402,-122.358626
Skagit Valley College,Mount Vernon,WA,Skagit ,48.437194,-122.30894
South Puget Sound Community College,Olympia,WA,Thurston ,47.023698,-122.929578
Spokane Community College,Spokane,WA,Spokane ,47.674034,-117.360065
Spokane Falls Community College,Spokane,WA,Spokane ,47.676741,-117.463538
Stylemaster College of Hair Design,Longview,WA,Cowlitz ,46.136018,-122.934592
Tacoma Community College,Tacoma,WA,Pierce ,47.244622,-122.524793
Walla Walla Community College,Walla Walla,WA,Walla Walla ,46.078557,-118.276505
Walla Walla University,College Place,WA,Walla Walla ,46.048088,-118.389555
Washington State University,Pullman,WA,Whitman ,46.730448,-117.158168
Washington State University-Vancouver,Vancouver,WA,Clark ,45.730898,-122.637784
Washington State University-Spokane,Spokane,WA,Spokane ,47.661376,-117.40584
Washington State University-Tri Cities,Richland,WA,Benton ,46.330784,-119.263359
University of Washington-Seattle Campus,Seattle,WA,King ,47.65538,-122.30514
Wenatchee Valley College,Wenatchee,WA,Chelan ,47.431234,-120.337198
Western Washington University,Bellingham,WA,Whatcom ,48.737812,-122.485734
Whatcom Community College,Bellingham,WA,Whatcom ,48.7939,-122.493253
Whitman College,Walla Walla,WA,Walla Walla ,46.069815,-118.331546
Whitworth University,Spokane,WA,Spokane ,47.753358,-117.416714
Yakima Valley College,Yakima,WA,Yakima ,46.586098,-120.528525
Alderson Broaddus University,Philippi,WV,Barbour ,39.158067,-80.047728
Appalachian Beauty School,Belfry,KY,Pike ,37.624479,-82.266793
Appalachian Bible College,Mount Hope,WV,Raleigh ,37.853335,-81.198867
B M Spurr School of Practical Nursing,Glen Dale,WV,Marshall ,39.946126,-80.752394
Ben Franklin Career Center,Dunbar,WV,Kanawha ,38.367234,-81.75353
Bethany College,Bethany,WV,Brooke ,40.205819,-80.560056
Bluefield State College,Bluefield,WV,Mercer ,37.265732,-81.239037
Cabell County Career Technology Center,Huntington,WV,Cabell ,38.403244,-82.372418
Charleston School of Beauty Culture,Charleston,WV,Kanawha ,38.349945,-81.634583
University of Charleston,Charleston,WV,Kanawha ,38.333367,-81.616244
Clarksburg Beauty Academy and School of Massage Therapy,Clarksburg,WV,Harrison ,39.279875,-80.339054
Concord University,Athens,WV,Mercer ,37.423723,-81.006696
Davis & Elkins College,Elkins,WV,Randolph ,38.931232,-79.846022
Fairmont State University,Fairmont,WV,Marion ,39.483079,-80.162433
Glenville State College,Glenville,WV,Gilmer ,38.93547,-80.834295
Huntington Junior College,Huntington,WV,Cabell ,38.419732,-82.443234
James Rumsey Technical Institute,Martinsburg,WV,Berkeley ,39.5328,-77.978583
Ralph R Willis Career and Technical Center,Stollings,WV,Logan ,37.82694,-81.94289
Marshall University,Huntington,WV,Cabell ,38.422482,-82.428964
Mercer County Technical Education Center,Princeton,WV,Mercer ,37.360024,-81.104647
Meredith Manor International Equestrian Center,Waverly,WV,Wood ,39.298354,-81.398107
Monongalia County Technical Education Center,Morgantown,WV,Monongalia ,39.611165,-79.957275
Morgantown Beauty College Inc,Morgantown,WV,Monongalia ,39.628866,-79.954593
Mountain State College,Parkersburg,WV,Wood ,39.273787,-81.548845
Ohio Valley University,Vienna,WV,Wood ,39.312447,-81.537808
West Virginia University at Parkersburg,Parkersburg,WV,Wood ,39.216379,-81.506192
Potomac State College of West Virginia University,Keyser,WV,Mineral ,39.438323,-78.981441
Academy of Careers and Technology,Beckley,WV,Raleigh ,37.795299,-81.165435
Salem University,Salem,WV,Harrison ,39.288632,-80.571767
Shepherd University,Shepherdstown,WV,Jefferson ,39.433071,-77.804101
Southern West Virginia Community and Technical College,Mount Gay,WV,Logan ,37.851756,-82.023014
Fred W Eberle Technical Center,Buckhannon,WV,Upshur ,39.001908,-80.225278
West Virginia School of Osteopathic Medicine,Lewisburg,WV,Greenbrier ,37.804273,-80.43782
West Virginia State University,Institute,WV,Kanawha ,38.380541,-81.765034
West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,WV,Monongalia ,39.654269,-79.957959
West Liberty University,West Liberty,WV,Ohio ,40.164417,-80.602256
West Virginia University Institute of Technology,Beckley,WV,Raleigh ,37.775924,-81.184072
West Virginia Wesleyan College,Buckhannon,WV,Upshur ,38.990661,-80.218969
West Virginia Junior College-Charleston,Charleston,WV,Kanawha ,38.34804,-81.63413
West Virginia Junior College-Morgantown,Morgantown,WV,Monongalia ,39.63248,-79.955006
International Beauty School 4,Martinsburg,WV,Berkeley ,39.456357,-77.965463
West Virginia Northern Community College,Wheeling,WV,Ohio ,40.063318,-80.721263
West Virginia University,Morgantown,WV,Monongalia ,39.634371,-79.954391
Wheeling University,Wheeling,WV,Ohio ,40.070873,-80.690804
Wood County School of Practical Nursing,Parkersburg,WV,Wood ,39.21676,-81.50573
VICI Beauty School,Greenfield,WI,Milwaukee ,42.969877,-88.049912
Alverno College,Milwaukee,WI,Milwaukee ,42.982842,-87.965174
Madison Area Technical College,Madison,WI,Dane ,43.12183,-89.327921
Bellin College,Green Bay,WI,Brown ,44.468277,-87.921722
Beloit College,Beloit,WI,Rock ,42.504022,-89.029285
Blackhawk Technical College,Janesville,WI,Rock ,42.593159,-89.016254
Cardinal Stritch University,Milwaukee,WI,Milwaukee ,43.139752,-87.909045
Carroll University,Waukesha,WI,Waukesha ,43.004527,-88.228114
Carthage College,Kenosha,WI,Kenosha ,42.622969,-87.820924
Columbia College of Nursing,Glendale,WI,Milwaukee ,43.097318,-87.918283
Concordia University-Wisconsin,Mequon,WI,Ozaukee ,43.253387,-87.91552
Edgewood College,Madison,WI,Dane ,43.057059,-89.422884
Fox Valley Technical College,Appleton,WI,Outagamie ,44.283174,-88.45893
Gateway Technical College,Kenosha,WI,Kenosha ,42.605677,-87.846695
The Professional Hair Design Academy,Eau Claire,WI,Eau Claire ,44.783374,-91.461714
Lakeland University,Plymouth,WI,Sheboygan ,43.841573,-87.883414
Lakeshore Technical College,Cleveland,WI,Manitowoc ,43.924774,-87.75454
Lawrence University,Appleton,WI,Outagamie ,44.261323,-88.397822
Maranatha Baptist University,Watertown,WI,Jefferson ,43.195013,-88.737016
Marian University,Fond Du Lac,WI,Fond du Lac ,43.777411,-88.420638
Marquette University,Milwaukee,WI,Milwaukee ,43.03903,-87.927961
Medical College of Wisconsin,Milwaukee,WI,Milwaukee ,43.044527,-88.022674
Mid-State Technical College,Wisconsin Rapids,WI,Wood ,44.391091,-89.783785
Milwaukee Area Technical College,Milwaukee,WI,Milwaukee ,43.04359,-87.920818
Milwaukee Institute of Art & Design,Milwaukee,WI,Milwaukee ,43.030917,-87.907925
Milwaukee School of Engineering,Milwaukee,WI,Milwaukee ,43.045364,-87.907691
Moraine Park Technical College,Fond du Lac,WI,Fond du Lac ,43.785224,-88.417656
Mount Mary University,Milwaukee,WI,Milwaukee ,43.072507,-88.030732
Nashotah House,Nashotah,WI,Waukesha ,43.082193,-88.423743
Nicolet Area Technical College,Rhinelander,WI,Oneida ,45.609542,-89.425055
Northcentral Technical College,Wausau,WI,Marathon ,44.986458,-89.646369
Northeast Wisconsin Technical College,Green Bay,WI,Brown ,44.526467,-88.105675
Northland College,Ashland,WI,Ashland ,46.579087,-90.87476
Ripon College,Ripon,WI,Fond du Lac ,43.844135,-88.842333
Sacred Heart Seminary and School of Theology,Franklin,WI,Milwaukee ,42.910829,-88.04438
Saint Norbert College,De Pere,WI,Brown ,44.44483,-88.067812
Holy Family College,Manitowoc,WI,Manitowoc ,44.071038,-87.742961
State College of Beauty Culture Inc,Wausau,WI,Marathon ,44.936911,-89.618062
Southwest Wisconsin Technical College,Fennimore,WI,Grant ,42.976238,-90.637714
Viterbo University,La Crosse,WI,La Crosse ,43.803133,-91.244297
Chippewa Valley Technical College,Eau Claire,WI,Eau Claire ,44.794867,-91.505675
Waukesha County Technical College,Pewaukee,WI,Waukesha ,43.071444,-88.256292
Western Technical College,La Crosse,WI,La Crosse ,43.815309,-91.246191
University of Wisconsin-Whitewater,Whitewater,WI,Walworth ,42.835563,-88.742368
Wisconsin Indianhead Technical College,Shell Lake,WI,Washburn ,45.747831,-91.916484
Wisconsin School of Professional Psychology,Milwaukee,WI,Milwaukee ,43.10534,-88.026735
University of Wisconsin-Eau Claire,Eau Claire,WI,Eau Claire ,44.798284,-91.501906
University of Wisconsin-Green Bay,Green Bay,WI,Brown ,44.532298,-87.919973
University of Wisconsin-La Crosse,La Crosse,WI,La Crosse ,43.81568,-91.23186
Wisconsin Lutheran College,Milwaukee,WI,Milwaukee ,43.036943,-88.022718
University of Wisconsin-Oshkosh,Oshkosh,WI,Winnebago ,44.026206,-88.549369
University of Wisconsin-Parkside,Kenosha,WI,Kenosha ,42.647718,-87.855231
Herzing University-Madison,Madison,WI,Dane ,43.14415,-89.291561
University of Wisconsin-Stout,Menomonie,WI,Dunn ,44.873187,-91.926653
University of Wisconsin-Superior,Superior,WI,Douglas ,46.717629,-92.091007
University of Wisconsin-System Administration,Madison,WI,Dane ,43.075674,-89.406804
University of Wisconsin-Madison,Madison,WI,Dane ,43.075409,-89.404098
University of Wisconsin-Milwaukee,Milwaukee,WI,Milwaukee ,43.076848,-87.880488
University of Wisconsin-Platteville,Platteville,WI,Grant ,42.733451,-90.48622
